GO_ID	GO_NAME	ANNOTATION_EXTENSION
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSG00000276365)
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000000142)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000020866
GO:1990188	euchromatin binding	regulates_transcription_of(ENSEMBL:ENSMUSG00000021611
GO:1990188	euchromatin binding	regulates_transcription_of(ENSEMBL:ENSMUSG00000021611
GO:1990188	euchromatin binding	regulates_transcription_of(ENSEMBL:ENSMUSG00000021611
GO:0001047	core promoter binding	regulates_transcription_of(ENSEMBL:ENSMUSG00000021611
GO:1990188	euchromatin binding	regulates_transcription_of(ENSEMBL:ENSMUSG00000021611
GO:2000679	positive regulation of transcription regulatory region DNA binding	regulates_transcription_of(ENSEMBL:ENSMUSG00000021611)
GO:2000679	positive regulation of transcription regulatory region DNA binding	regulates_transcription_of(ENSEMBL:ENSMUSG00000021611)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000021848
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000022607
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000022997
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000022997)
GO:0045943	positive regulation of transcription from RNA polymerase I promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000023067)
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000024868)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000024990
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000024990)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000025229
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000025229)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000025229)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000026686)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000026686)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000026686)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000026826
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000026826)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000027967
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000027996
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000036622
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000038765
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000041431)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000048450
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000056501
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000058665
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000065445
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000070144
GO:0001227	transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding	regulates_transcription_of(ENSEMBL:ENSMUSG00000093007)
GO:1902894	negative regulation of pri-miRNA transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000093007)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSMUSG00000097324)
GO:0045893	positive regulation of transcription, DNA-templated	regulates_transcription_of(ENSEMBL:ENSRNOG00000015036
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSRNOG00000020388)
GO:1902895	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	regulates_transcription_of(ENSEMBL:ENSRNOG00000035480
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(MGI:MGI:107931)
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(MGI:MGI:1261864)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(MGI:MGI:1352456)
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(MGI:MGI:1914693)
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(MGI:MGI:1915978)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(MGI:MGI:3039376)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(MGI:MGI:88357)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(MGI:MGI:95295)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(MGI:MGI:95305)
GO:0010468	regulation of gene expression	regulates_transcription_of(MGI:MGI:96015)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(MGI:MGI:96548)
GO:0045893	positive regulation of transcription, DNA-templated	regulates_transcription_of(MGI:MGI:97516)
GO:0003700	transcription factor activity, sequence-specific DNA binding	regulates_transcription_of(MGI:MGI:97516)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(MGI:MGI:98484)
GO:1904741	positive regulation of filamentous growth of a population of unicellular organisms in response to starvation by positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(SGD:S000001049
GO:1904741	positive regulation of filamentous growth of a population of unicellular organisms in response to starvation by positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(SGD:S000001084)
GO:1902352	negative regulation of filamentous growth of a population of unicellular organisms in response to starvation by negative regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(SGD:S000001380
GO:1902352	negative regulation of filamentous growth of a population of unicellular organisms in response to starvation by negative regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(SGD:S000001380
GO:1904741	positive regulation of filamentous growth of a population of unicellular organisms in response to starvation by positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(SGD:S000001458
GO:1904741	positive regulation of filamentous growth of a population of unicellular organisms in response to starvation by positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(SGD:S000001458
GO:1902352	negative regulation of filamentous growth of a population of unicellular organisms in response to starvation by negative regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(SGD:S000001545
GO:1902352	negative regulation of filamentous growth of a population of unicellular organisms in response to starvation by negative regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(SGD:S000001545
GO:1902352	negative regulation of filamentous growth of a population of unicellular organisms in response to starvation by negative regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(SGD:S000001592
GO:1902352	negative regulation of filamentous growth of a population of unicellular organisms in response to starvation by negative regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(SGD:S000001592
GO:1904741	positive regulation of filamentous growth of a population of unicellular organisms in response to starvation by positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(SGD:S000002373
GO:1902352	negative regulation of filamentous growth of a population of unicellular organisms in response to starvation by negative regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(SGD:S000002373
GO:1904741	positive regulation of filamentous growth of a population of unicellular organisms in response to starvation by positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(SGD:S000002373
GO:1902353	positive regulation of induction of conjugation with cellular fusion by negative regulation of transcription from RNA polymerase II promoter by pheromones	regulates_transcription_of(SGD:S000002373)
GO:1904741	positive regulation of filamentous growth of a population of unicellular organisms in response to starvation by positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(SGD:S000003363
GO:1904741	positive regulation of filamentous growth of a population of unicellular organisms in response to starvation by positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(SGD:S000003363)
GO:1902352	negative regulation of filamentous growth of a population of unicellular organisms in response to starvation by negative regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(SGD:S000003481
GO:1902352	negative regulation of filamentous growth of a population of unicellular organisms in response to starvation by negative regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(SGD:S000003481)
GO:1904741	positive regulation of filamentous growth of a population of unicellular organisms in response to starvation by positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(SGD:S000004046
GO:1902352	negative regulation of filamentous growth of a population of unicellular organisms in response to starvation by negative regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(SGD:S000004744
GO:1902352	negative regulation of filamentous growth of a population of unicellular organisms in response to starvation by negative regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(SGD:S000005124
GO:1904741	positive regulation of filamentous growth of a population of unicellular organisms in response to starvation by positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(SGD:S000005127
GO:1904741	positive regulation of filamentous growth of a population of unicellular organisms in response to starvation by positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(SGD:S000005127
GO:1902352	negative regulation of filamentous growth of a population of unicellular organisms in response to starvation by negative regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(SGD:S000005127)
GO:1902352	negative regulation of filamentous growth of a population of unicellular organisms in response to starvation by negative regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(SGD:S000006353
GO:1902353	positive regulation of induction of conjugation with cellular fusion by negative regulation of transcription from RNA polymerase II promoter by pheromones	regulates_transcription_of(SGD:S000006353
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(WB:WBGene00000516
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(WB:WBGene00001170)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(WB:WBGene00001310)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(WB:WBGene00001311)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(WB:WBGene00001454
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(WB:WBGene00001483)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(WB:WBGene00003243
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(WB:WBGene00004932)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(WB:WBGene00009133)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(WB:WBGene00009342)
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(WB:WBGene00019424
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	regulates_transcription_of(WB:WBGene00043308)
GO:0035195	gene silencing by miRNA	regulates_translation_of(ENSEMBL:ENSG00000012504)
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSG00000017427
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSG00000077782)
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSG00000087245)
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSG00000091831)
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSG00000095002)
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSG00000100234
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSG00000104081
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSG00000105329)
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSG00000110092)
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSG00000111276
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSG00000111328
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSG00000116062)
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSG00000122707)
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSG00000123700
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSG00000124762)
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSG00000140416
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSG00000140416
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSG00000140416
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSG00000140416)
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSG00000143384)
GO:0035195	gene silencing by miRNA	regulates_translation_of(ENSEMBL:ENSG00000143507
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSG00000147862)
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSG00000150593)
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSG00000151702)
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSG00000156299)
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSG00000163513)
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSG00000166478)
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSG00000171862)
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSG00000186951
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSG00000204217)
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSMUSG00000009555)
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSMUSG00000009630
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSMUSG00000020053
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSMUSG00000020349
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSMUSG00000026313)
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSMUSG00000029287
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSMUSG00000031565
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSMUSG00000050953
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSRNOG00000000805
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSRNOG00000002093
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSRNOG00000004720
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSRNOG00000007036
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSRNOG00000010171
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSRNOG00000016299
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSRNOG00000025371
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSRNOG00000034234
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(ENSEMBL:ENSRNOG00000059500
GO:0035278	miRNA mediated inhibition of translation	regulates_translation_of(FB:FBgn0259745)
GO:1902352	negative regulation of filamentous growth of a population of unicellular organisms in response to starvation by negative regulation of transcription from RNA polymerase II promoter	regulates_translation_of(SGD:S000004744
GO:0003677	DNA binding	requires_sequence_feature(SO:0001850)
GO:0005515	protein binding	requires_sequence_feature(SO:0100014
GO:0005515	protein binding	requires_sequence_feature(SO:0100015)
GO:0051920	peroxiredoxin activity	requires_substance(CHEBI:15033)
GO:0048244	phytanoyl-CoA dioxygenase activity	requires_substance(CHEBI:15422
GO:0016830	carbon-carbon lyase activity	requires_substance(CHEBI:15422
GO:0048244	phytanoyl-CoA dioxygenase activity	requires_substance(CHEBI:15996
GO:0008445	D-aspartate oxidase activity	requires_substance(CHEBI:16238)
GO:0003884	D-amino-acid oxidase activity	requires_substance(CHEBI:16238)
GO:0000246	delta24(24-1) sterol reductase activity	requires_substance(CHEBI:16474
GO:0055114	oxidation-reduction process	requires_substance(CHEBI:16474
GO:0048244	phytanoyl-CoA dioxygenase activity	requires_substance(CHEBI:16810
GO:0048244	phytanoyl-CoA dioxygenase activity	requires_substance(CHEBI:16810
GO:0048037	cofactor binding	requires_substance(CHEBI:16810)
GO:0051920	peroxiredoxin activity	requires_substance(CHEBI:18320)
GO:0042493	response to drug	requires_substance(CHEBI:18406)
GO:0048037	cofactor binding	requires_substance(CHEBI:18420
GO:0016830	carbon-carbon lyase activity	requires_substance(CHEBI:18420
GO:0048244	phytanoyl-CoA dioxygenase activity	requires_substance(CHEBI:18420)
GO:0048244	phytanoyl-CoA dioxygenase activity	requires_substance(CHEBI:18420)
GO:0048244	phytanoyl-CoA dioxygenase activity	requires_substance(CHEBI:22651
GO:0048244	phytanoyl-CoA dioxygenase activity	requires_substance(CHEBI:22651
GO:0048037	cofactor binding	requires_substance(CHEBI:29033
GO:0048244	phytanoyl-CoA dioxygenase activity	requires_substance(CHEBI:29033
GO:0048244	phytanoyl-CoA dioxygenase activity	requires_substance(CHEBI:29033
GO:0048037	cofactor binding	requires_substance(CHEBI:29033
GO:0044548	S100 protein binding	requires_substance(CHEBI:29105)
GO:1900005	positive regulation of serine-type endopeptidase activity	requires_substance(CHEBI:29105)
GO:0019731	antibacterial humoral response	requires_substance(CHEBI:29105)
GO:0038083	peptidyl-tyrosine autophosphorylation	requires_substance(CHEBI:29108
GO:0048037	cofactor binding	requires_substance(CHEBI:29108
GO:0044548	S100 protein binding	requires_substance(CHEBI:29108)
GO:0016209	antioxidant activity	requires_substance(CHEBI:29256)
GO:0048037	cofactor binding	requires_substance(CHEBI:30915)
GO:2000378	negative regulation of reactive oxygen species metabolic process	requires_substance(CHEBI:47924
GO:0060546	negative regulation of necroptotic process	requires_substance(CHEBI:47924)
GO:0048037	cofactor binding	requires_substance(CHEBI:9532)
GO:0048037	cofactor binding	requires_substance(CHEBI:9532)
GO:0016830	carbon-carbon lyase activity	requires_substance(CHEBI:9532)
GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of(CL:0000007)
GO:0030154	cell differentiation	results_in_acquisition_of_features_of(CL:0000008)
GO:0030154	cell differentiation	results_in_acquisition_of_features_of(CL:0000017)
GO:0048515	spermatid differentiation	results_in_acquisition_of_features_of(CL:0000018)
GO:0048515	spermatid differentiation	results_in_acquisition_of_features_of(CL:0000018)
GO:0048515	spermatid differentiation	results_in_acquisition_of_features_of(CL:0000019)
GO:0035914	skeletal muscle cell differentiation	results_in_acquisition_of_features_of(CL:0000019)
GO:0009994	oocyte differentiation	results_in_acquisition_of_features_of(CL:0000023)
GO:0030182	neuron differentiation	results_in_acquisition_of_features_of(CL:0000029)
GO:0030182	neuron differentiation	results_in_acquisition_of_features_of(CL:0000029)
GO:0030154	cell differentiation	results_in_acquisition_of_features_of(CL:0000031)
GO:0048863	stem cell differentiation	results_in_acquisition_of_features_of(CL:0000034)
GO:0060218	hematopoietic stem cell differentiation	results_in_acquisition_of_features_of(CL:0000037)
GO:0002320	lymphoid progenitor cell differentiation	results_in_acquisition_of_features_of(CL:0000037)
GO:0060218	hematopoietic stem cell differentiation	results_in_acquisition_of_features_of(CL:0000037)
GO:0060218	hematopoietic stem cell differentiation	results_in_acquisition_of_features_of(CL:0000037)
GO:0030154	cell differentiation	results_in_acquisition_of_features_of(CL:0000037)
GO:0001829	trophectodermal cell differentiation	results_in_acquisition_of_features_of(CL:0000048)
GO:0002318	myeloid progenitor cell differentiation	results_in_acquisition_of_features_of(CL:0000049)
GO:0045444	fat cell differentiation	results_in_acquisition_of_features_of(CL:0000056)
GO:0014835	myoblast differentiation involved in skeletal muscle regeneration	results_in_acquisition_of_features_of(CL:0000056)
GO:0045445	myoblast differentiation	results_in_acquisition_of_features_of(CL:0000057)
GO:0045444	fat cell differentiation	results_in_acquisition_of_features_of(CL:0000057)
GO:0045444	fat cell differentiation	results_in_acquisition_of_features_of(CL:0000057)
GO:0060591	chondroblast differentiation	results_in_acquisition_of_features_of(CL:0000058)
GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of(CL:0000059)
GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of(CL:0000059)
GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of(CL:0000059)
GO:0030859	polarized epithelial cell differentiation	results_in_acquisition_of_features_of(CL:0000065
GO:0030154	cell differentiation	results_in_acquisition_of_features_of(CL:0000065)
GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of(CL:0000066)
GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of(CL:0000066)
GO:0060742	epithelial cell differentiation involved in prostate gland development	results_in_acquisition_of_features_of(CL:0000066)
GO:0060644	mammary gland epithelial cell differentiation	results_in_acquisition_of_features_of(CL:0000066)
GO:0060644	mammary gland epithelial cell differentiation	results_in_acquisition_of_features_of(CL:0000066)
GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of(CL:0000066)
GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of(CL:0000066)
GO:0030154	cell differentiation	results_in_acquisition_of_features_of(CL:0000066)
GO:0030154	cell differentiation	results_in_acquisition_of_features_of(CL:0000066)
GO:0060644	mammary gland epithelial cell differentiation	results_in_acquisition_of_features_of(CL:0000066)
GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of(CL:0000066)
GO:0030857	negative regulation of epithelial cell differentiation	results_in_acquisition_of_features_of(CL:0000066)
GO:0060575	intestinal epithelial cell differentiation	results_in_acquisition_of_features_of(CL:0000066)
GO:0060528	secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development	results_in_acquisition_of_features_of(CL:0000066)
GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of(CL:0000066)
GO:0030154	cell differentiation	results_in_acquisition_of_features_of(CL:0000066)
GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of(CL:0000066)
GO:0060742	epithelial cell differentiation involved in prostate gland development	results_in_acquisition_of_features_of(CL:0000066)
GO:0060742	epithelial cell differentiation involved in prostate gland development	results_in_acquisition_of_features_of(CL:0000066)
GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of(CL:0000066)
GO:0030859	polarized epithelial cell differentiation	results_in_acquisition_of_features_of(CL:0000067)
GO:0030859	polarized epithelial cell differentiation	results_in_acquisition_of_features_of(CL:0000067)
GO:0060528	secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development	results_in_acquisition_of_features_of(CL:0000068)
GO:0001570	vasculogenesis	results_in_acquisition_of_features_of(CL:0000071)
GO:0001570	vasculogenesis	results_in_acquisition_of_features_of(CL:0000071)
GO:0060837	blood vessel endothelial cell differentiation	results_in_acquisition_of_features_of(CL:0000071)
GO:0001570	vasculogenesis	results_in_acquisition_of_features_of(CL:0000071)
GO:0045446	endothelial cell differentiation	results_in_acquisition_of_features_of(CL:0000071)
GO:0060487	lung epithelial cell differentiation	results_in_acquisition_of_features_of(CL:0000075)
GO:0060487	lung epithelial cell differentiation	results_in_acquisition_of_features_of(CL:0000075)
GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of(CL:0000082)
GO:0060487	lung epithelial cell differentiation	results_in_acquisition_of_features_of(CL:0000082)
GO:0060487	lung epithelial cell differentiation	results_in_acquisition_of_features_of(CL:0000082)
GO:0030154	cell differentiation	results_in_acquisition_of_features_of(CL:0000082)
GO:0060487	lung epithelial cell differentiation	results_in_acquisition_of_features_of(CL:0000082)
GO:0033077	T cell differentiation in thymus	results_in_acquisition_of_features_of(CL:0000084)
GO:0033077	T cell differentiation in thymus	results_in_acquisition_of_features_of(CL:0000084)
GO:0030217	T cell differentiation	results_in_acquisition_of_features_of(CL:0000084)
GO:0030217	T cell differentiation	results_in_acquisition_of_features_of(CL:0000084)
GO:0030217	T cell differentiation	results_in_acquisition_of_features_of(CL:0000084)
GO:0033077	T cell differentiation in thymus	results_in_acquisition_of_features_of(CL:0000084)
GO:0030217	T cell differentiation	results_in_acquisition_of_features_of(CL:0000084)
GO:0045066	regulatory T cell differentiation	results_in_acquisition_of_features_of(CL:0000084)
GO:0030316	osteoclast differentiation	results_in_acquisition_of_features_of(CL:0000092)
GO:0030316	osteoclast differentiation	results_in_acquisition_of_features_of(CL:0000092)
GO:0030316	osteoclast differentiation	results_in_acquisition_of_features_of(CL:0000092)
GO:0030316	osteoclast differentiation	results_in_acquisition_of_features_of(CL:0000092)
GO:0030316	osteoclast differentiation	results_in_acquisition_of_features_of(CL:0000092)
GO:0030316	osteoclast differentiation	results_in_acquisition_of_features_of(CL:0000092)
GO:0030316	osteoclast differentiation	results_in_acquisition_of_features_of(CL:0000092)
GO:0030316	osteoclast differentiation	results_in_acquisition_of_features_of(CL:0000092)
GO:0070374	positive regulation of ERK1 and ERK2 cascade	results_in_acquisition_of_features_of(CL:0000092)
GO:0002573	myeloid leukocyte differentiation	results_in_acquisition_of_features_of(CL:0000097)
GO:0021892	cerebral cortex GABAergic interneuron differentiation	results_in_acquisition_of_features_of(CL:0000099)
GO:0030182	neuron differentiation	results_in_acquisition_of_features_of(CL:0000099)
GO:0021892	cerebral cortex GABAergic interneuron differentiation	results_in_acquisition_of_features_of(CL:0000099)
GO:0021527	spinal cord association neuron differentiation	results_in_acquisition_of_features_of(CL:0000099)
GO:0021527	spinal cord association neuron differentiation	results_in_acquisition_of_features_of(CL:0000099)
GO:0021892	cerebral cortex GABAergic interneuron differentiation	results_in_acquisition_of_features_of(CL:0000099)
GO:0021892	cerebral cortex GABAergic interneuron differentiation	results_in_acquisition_of_features_of(CL:0000099)
GO:0021892	cerebral cortex GABAergic interneuron differentiation	results_in_acquisition_of_features_of(CL:0000099)
GO:0030182	neuron differentiation	results_in_acquisition_of_features_of(CL:0000099)
GO:0021527	spinal cord association neuron differentiation	results_in_acquisition_of_features_of(CL:0000099)
GO:0030182	neuron differentiation	results_in_acquisition_of_features_of(CL:0000100)
GO:0030182	neuron differentiation	results_in_acquisition_of_features_of(CL:0000100)
GO:0021522	spinal cord motor neuron differentiation	results_in_acquisition_of_features_of(CL:0000100)
GO:0030182	neuron differentiation	results_in_acquisition_of_features_of(CL:0000100)
GO:0021523	somatic motor neuron differentiation	results_in_acquisition_of_features_of(CL:0000100)
GO:0021523	somatic motor neuron differentiation	results_in_acquisition_of_features_of(CL:0000100)
GO:0021524	visceral motor neuron differentiation	results_in_acquisition_of_features_of(CL:0000100)
GO:0021533	cell differentiation in hindbrain	results_in_acquisition_of_features_of(CL:0000100)
GO:0021526	medial motor column neuron differentiation	results_in_acquisition_of_features_of(CL:0000100)
